chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
20	48160000	48170000	20	48220000	48230000	0,255,255	77	37.1841	32.6772	35.7051	34.8355	2.41531694922e-05	3.03337152952e-05	4.06674657622e-05	3.22758653014e-05	2	48165000	48220000	5000.0
20	48590000	48600000	20	48690000	48700000	0,255,255	64	22.7097	20.5608	25.1138	22.2459	1.00644865721e-07	7.00878697067e-08	0.000107288628273	1.32190534468e-07	5	48595000	48685000	14142.1356237
20	48730000	48740000	20	48780000	48790000	0,255,255	73	31.1328	23.8995	26.9182	32.2361	0.000228677004525	1.81148165188e-11	2.51720792057e-07	0.000297313794494	1	48735000	48785000	0
20	48795000	48800000	20	49075000	49080000	0,255,255	21	4.50306	3.41792	4.15649	3.35629	0.00206727728785	0.000242904916343	0.0023102641466	0.000199344119712	1	48797500	49077500	0
20	48800000	48810000	20	49200000	49210000	0,255,255	33	6.80972	8.67437	10.9285	9.61197	1.26490011773e-06	4.80712409603e-05	0.00229955489549	8.14371790179e-05	1	48805000	49205000	0
20	49080000	49090000	20	49190000	49200000	0,255,255	74	29.6611	22.2728	20.7004	32.5045	6.7639290902e-08	6.81877454102e-12	1.63330542309e-11	0.000180143033818	3	49091666	49198333	13743.6854187
20	49990000	50000000	20	50210000	50220000	0,255,255	64	25.0846	21.1772	29.371	22.6035	6.47582915909e-05	7.00878697067e-08	0.000107288628273	1.32190534468e-07	2	49990000	50230000	15811.3883008
20	52190000	52200000	20	52550000	52560000	0,255,255	52	19.3101	14.4667	18.719	17.4506	3.70455273489e-06	4.0697145546e-09	4.24129988784e-06	3.77157855733e-06	4	52195000	52550000	15000.0
20	52830000	52840000	20	53260000	53270000	0,255,255	31	8.87814	7.07178	8.73608	7.81497	0.000406787177944	6.08505298117e-06	0.000494256766835	1.12604530632e-05	3	52838333	53258333	7453.559925
20	5500000	5510000	20	6050000	6060000	0,255,255	28	10.5949	7.86644	9.85729	10.7228	0.0482528436045	0.00366866268462	0.0603786754381	0.0611798696368	2	5510000	6055000	5000.0
20	55660000	55670000	20	55910000	55920000	0,255,255	28	9.27191	6.56171	7.77679	7.49777	0.00514772100691	0.000184185808498	0.000358999213692	0.000316649246924	1	55665000	55915000	0
20	795000	800000	20	935000	940000	0,255,255	23	3.74557	4.06407	6.04128	4.94939	2.5300312056e-05	0.000181284874154	0.00356391684093	0.000347740160562	1	797500	937500	0
20	8020000	8030000	20	8690000	8700000	0,255,255	27	6.6747	6.82571	7.10864	9.65876	0.000828138772947	0.00050626141866	0.000994186792208	0.012520311973	1	8025000	8695000	0
20	9385000	9390000	20	9585000	9590000	0,255,255	24	4.5198	3.69505	4.26586	4.37174	0.0001123532423	3.24418967281e-06	6.32700619681e-05	0.000126486205093	1	9387500	9587500	0
2	101220000	101230000	2	101610000	101620000	0,255,255	34	11.7436	8.37528	11.6629	10.8243	0.000832825249874	1.72187924475e-05	0.00103748964232	0.00109956831699	3	101225000	101605000	10000.0
2	101340000	101350000	2	101600000	101610000	0,255,255	39	13.0997	11.0454	12.9031	14.6535	0.000700337226215	6.85732215699e-06	0.000833965605069	0.000808572841599	1	101345000	101605000	0
2	102030000	102040000	2	102440000	102450000	0,255,255	39	13.0014	13.1588	17.4816	14.9186	0.000700337226215	0.000483081397617	0.0250547873157	0.000808572841599	2	102035000	102450000	5000.0
2	10210000	10220000	2	10570000	10580000	0,255,255	40	11.515	8.48287	7.94711	13.6128	4.93749932452e-06	2.19095753725e-08	3.38960428285e-08	0.000397655395184	1	10215000	10575000	0
2	102630000	102640000	2	102840000	102850000	0,255,255	56	17.1098	15.8736	19.4278	18.3451	1.24599231391e-07	5.59917919263e-08	1.23588321798e-07	1.0674264946e-07	5	102633000	102851000	12649.1106407
2	102860000	102870000	2	103050000	103060000	0,255,255	36	10.7142	11.2375	12.9134	13.5876	0.000152491568973	0.000101444624972	0.00621026993875	0.0062072259531	1	102865000	103055000	0
2	102870000	102880000	2	102960000	102970000	0,255,255	44	14.5668	15.4655	19.9349	17.5155	1.31200782597e-05	8.19667090148e-06	0.0491398908729	0.00130111542039	2	102865000	102965000	10000.0
2	103080000	103090000	2	103230000	103240000	0,255,255	32	14.8154	12.0019	13.0527	12.4299	0.0505081125824	0.00274938374309	0.0653058877531	0.0637127055865	2	103090000	103235000	5000.0
2	105730000	105740000	2	105850000	105860000	0,255,255	65	19.5147	17.3254	24.1309	20.6849	2.110920364e-11	7.73969317034e-12	4.65152528411e-08	6.04022279812e-08	2	105730000	105855000	5000.0
2	105980000	105990000	2	106130000	106140000	0,255,255	42	10.9203	12.0599	12.2724	15.9458	8.14075583168e-07	3.99502554608e-07	7.09396528049e-07	0.00463804780811	2	105985000	106145000	10000.0
2	10970000	10975000	2	11265000	11270000	0,255,255	20	5.43729	3.69312	4.7363	4.42398	0.0284996399374	0.000761354451167	0.00635795932298	0.00762630023002	2	10972500	11265000	2500.0
2	110310000	110320000	2	110360000	110370000	0,255,255	44	23.8469	20.1449	23.7203	19.4357	0.0372350083815	0.0372360506268	0.0491398908729	0.00130111542039	2	110310000	110370000	7071.06781187
2	112650000	112660000	2	112780000	112790000	0,255,255	37	15.5643	13.0496	19.4526	14.4847	0.0501882914621	0.0020197130374	0.0671756739228	0.00326502683341	2	112655000	112795000	10000.0
2	11270000	11280000	2	11580000	11590000	0,255,255	41	15.3384	10.915	14.9413	11.7778	0.00015635152378	1.0695045781e-06	0.000187493848732	2.13326334062e-06	2	11275000	11575000	10000.0
2	113350000	113360000	2	113470000	113480000	0,255,255	39	19.1511	16.4993	18.5272	19.003	0.019470537754	0.0164180335498	0.0250547873157	0.0252832215623	3	113355000	113475000	10000.0
2	113490000	113500000	2	113700000	113710000	0,255,255	43	18.8684	12.7035	15.8431	14.4475	0.00213776152621	1.97965874694e-05	0.00265096100373	3.98110505277e-05	3	113501666	113701666	7453.559925
2	113505000	113510000	2	113640000	113645000	0,255,255	22	4.54212	4.43047	5.87577	3.78714	0.000701645994168	0.000483406601112	0.00779619064103	5.74522710024e-05	2	113507500	113647500	5000.0
2	11620000	11630000	2	11720000	11730000	0,255,255	39	15.6028	13.7017	18.3149	12.8389	0.019470537754	0.000483081397617	0.0250547873157	0.000808572841599	2	11620000	11725000	5000.0
2	11830000	11840000	2	11910000	11920000	0,255,255	59	17.8491	17.0639	25.3922	19.8663	7.64731089493e-09	3.1183156183e-09	0.00181316585922	6.57882655065e-06	3	11831666	11921666	7453.559925
2	118590000	118595000	2	118760000	118765000	0,255,255	23	5.39492	4.17524	5.27344	4.97614	0.00237903491081	0.000181284874154	0.00356391684093	0.00298816936146	1	118592500	118762500	0
2	120160000	120170000	2	120230000	120240000	0,255,255	60	18.8077	17.3206	17.1965	21.6203	3.16882317536e-09	1.19412316508e-09	3.51959054493e-09	3.10628236694e-06	1	120165000	120235000	0
2	121100000	121110000	2	121420000	121430000	0,255,255	33	11.3271	9.39056	9.79516	11.9915	0.00183913110072	4.80712409603e-05	8.45963797438e-05	0.00235446889302	1	121105000	121425000	0
2	121450000	121455000	2	121825000	121830000	0,255,255	19	4.72764	3.50768	4.12073	4.31379	0.0144338983558	0.0020169039998	0.0156543800097	0.0177889751998	2	121452500	121830000	2500.0
21	27260000	27270000	21	27540000	27550000	0,255,255	34	15.4281	10.7915	10.2175	13.9516	0.0175171637592	0.000556890121562	0.00103748964232	0.0212586010705	2	27260000	27545000	5000.0
21	28220000	28230000	21	30110000	30120000	0,255,255	18	2.92336	3.49109	3.53168	3.89441	0.000164273808795	0.00426361294721	0.00485678502156	0.00552059243802	1	28225000	30115000	0
21	29710000	29720000	21	30110000	30120000	0,255,255	35	10.6548	8.41803	8.80514	10.6587	0.000371912078341	6.3072951414e-06	1.15321122217e-05	0.000498282135547	2	29710000	30115000	5000.0
21	33785000	33790000	21	33950000	33955000	0,255,255	29	10.1122	10.9983	9.7813	11.8951	0.0200450339127	0.0222152733293	0.00273580584427	0.0323247042037	2	33782500	33957500	7071.06781187
21	34360000	34370000	21	34500000	34510000	0,255,255	35	12.0764	13.4778	15.0664	14.8239	0.000371912078341	0.00758336471974	0.0119766130301	0.0116937096299	2	34370000	34500000	7071.06781187
21	34570000	34580000	21	34810000	34820000	0,255,255	41	14.7841	12.5341	13.4379	14.9242	0.00015635152378	0.000100551108803	0.000187493848732	0.000193032049403	1	34575000	34815000	0
2	134870000	134880000	2	135160000	135170000	0,255,255	43	10.6624	10.9385	16.7958	11.0109	3.0718728966e-07	1.4727417533e-07	0.00265096100373	3.20462327583e-07	3	134878333	135171666	13743.6854187
21	35290000	35300000	21	35720000	35730000	0,255,255	35	7.20811	5.74666	7.81005	7.51725	8.69911958116e-08	1.93535114819e-10	7.08367315363e-08	8.09849875153e-08	3	35295000	35725000	10000.0
2	136670000	136680000	2	137140000	137150000	0,255,255	31	7.80715	7.62141	11.5464	10.9328	1.1519598613e-05	6.08505298117e-06	0.00958979963916	0.00947881358402	1	136675000	137145000	0
21	37510000	37520000	21	37700000	37710000	0,255,255	41	13.1307	10.6402	16.1612	11.1792	0.00015635152378	1.0695045781e-06	0.00874947515725	2.13326334062e-06	2	37520000	37700000	7071.06781187
21	37790000	37800000	21	38290000	38300000	0,255,255	25	4.55573	5.37848	6.45879	6.61087	5.90500524622e-06	0.000230578314217	0.00630736759147	0.00526739380699	3	37791666	38301666	7453.559925
21	39540000	39545000	21	39720000	39725000	0,255,255	36	8.0372	7.8725	9.12037	11.5258	2.77344075008e-06	1.63348243583e-06	3.95883321511e-06	0.000188041522383	3	39539166	39725833	6871.84270936
21	40100000	40110000	21	40510000	40520000	0,255,255	42	11.3825	10.4604	10.6377	14.0525	8.14075583168e-07	3.99502554608e-07	7.09396528049e-07	8.85056402991e-05	1	40105000	40515000	0
21	45560000	45565000	21	45715000	45720000	0,255,255	25	6.14028	5.59555	7.23366	6.88537	0.000347823199315	0.000184086001055	0.00468667961483	0.00501165958075	1	45562500	45717500	0
21	45930000	45940000	21	46210000	46220000	0,255,255	36	12.1767	11.4573	12.2254	13.9315	0.000152491568973	0.000101444624972	0.000186381667442	0.0062072259531	1	45935000	46215000	0
21	46360000	46370000	21	46550000	46560000	0,255,255	68	29.0638	19.9223	23.3528	23.4967	4.93639967617e-06	2.12482117064e-09	3.98165808646e-09	5.58923429405e-09	4	46370000	46550000	7071.06781187
2	150440000	150450000	2	151340000	151350000	0,255,255	37	10.846	7.23634	11.8278	6.63226	7.1927467863e-05	2.9142501566e-09	8.68226153313e-05	4.73724850235e-09	1	150445000	151345000	0
2	150450000	150460000	2	151460000	151470000	0,255,255	27	7.10907	6.26574	7.88345	6.42464	0.000828138772947	0.00050626141866	0.0129096941578	0.000822257087608	1	150455000	151465000	0
2	153040000	153050000	2	153490000	153500000	0,255,255	50	14.5687	13.0553	18.8747	16.6428	5.46405252254e-08	3.04339388041e-08	2.02355236368e-05	1.92295740976e-05	2	153045000	153490000	5000.0
2	157900000	157910000	2	158030000	158040000	0,255,255	28	9.00773	9.47587	7.6823	9.53391	0.00514772100691	0.00366866268462	0.000358999213692	0.00617281060563	2	157910000	158035000	5000.0
2	158630000	158640000	2	158860000	158870000	0,255,255	32	6.45779	7.28214	8.55471	8.16057	4.1484263374e-06	1.93699086153e-06	0.00020208678479	0.000213368666341	1	158635000	158865000	0
2	158880000	158890000	2	159600000	159610000	0,255,255	32	6.7945	6.90607	9.64454	7.52032	4.1484263374e-06	1.93699086153e-06	0.00020208678479	3.93583536278e-06	1	158885000	159605000	0
2	1595000	1600000	2	1750000	1755000	0,255,255	31	8.49623	8.47691	9.88666	8.40048	0.000378612950719	0.00022235940073	0.0098825017242	0.000670197165893	1	1597500	1752500	0
2	159750000	159760000	2	159970000	159980000	0,255,255	39	12.4686	10.7787	14.0879	13.404	0.000700337226215	6.85732215699e-06	0.000833965605069	0.000808572841599	2	159760000	159975000	5000.0
2	163070000	163080000	2	163150000	163160000	0,255,255	50	16.1137	16.334	13.645	21.6181	1.74428683831e-05	9.95423444923e-06	6.55615839462e-08	0.00247667252882	1	163075000	163155000	0
2	165590000	165600000	2	165760000	165770000	0,255,255	39	10.5157	11.2105	14.5715	13.9131	1.17246025932e-05	6.85732215699e-06	0.000833965605069	0.000808572841599	1	165595000	165765000	0
2	167030000	167040000	2	167270000	167280000	0,255,255	31	9.52281	8.82956	9.38512	10.0526	0.000406787177944	0.000304136149418	0.000494256766835	0.00947881358402	1	167035000	167275000	0
2	169630000	169640000	2	169770000	169780000	0,255,255	28	10.7597	9.41253	11.0085	11.1029	0.0482528436045	0.00366866268462	0.0603786754381	0.0611798696368	2	169630000	169775000	5000.0
2	171820000	171830000	2	172280000	172290000	0,255,255	28	7.55922	8.11871	8.71182	9.72011	0.000313813524979	0.00366866268462	0.00608600104404	0.00617281060563	1	171825000	172285000	0
2	172010000	172020000	2	172270000	172280000	0,255,255	29	6.90836	8.13806	7.82668	8.9505	0.000109476346974	0.00164534944606	0.000121563189049	0.0028670715836	2	172015000	172270000	5000.0
2	172560000	172570000	2	172970000	172980000	0,255,255	32	7.77066	7.75623	8.95444	9.56444	4.1484263374e-06	1.93699086153e-06	0.00020208678479	0.000213368666341	2	172560000	172970000	7071.06781187
2	173030000	173040000	2	173320000	173330000	0,255,255	51	15.3227	13.3865	16.9854	18.1029	2.0119333092e-08	1.10084586062e-08	9.35674878061e-06	8.46230482964e-06	2	173040000	173325000	5000.0
2	173680000	173690000	2	173800000	173810000	0,255,255	39	12.1099	12.9728	14.5881	14.2971	1.17246025932e-05	0.000483081397617	0.000833965605069	0.000808572841599	1	173685000	173805000	0
2	173890000	173900000	2	174070000	174080000	0,255,255	47	14.1651	14.9333	16.0754	20.3528	9.35715461686e-07	5.25488237855e-07	0.000182222967263	0.0126046788822	2	173895000	174070000	5000.0
2	175630000	175640000	2	175840000	175850000	0,255,255	43	11.0322	11.4586	13.9184	13.4438	3.0718728966e-07	1.4727417533e-07	3.85935992873e-05	3.98110505277e-05	3	175638333	175851666	7453.55992499
2	176230000	176240000	2	176930000	176940000	0,255,255	29	9.16163	7.50069	9.70135	8.82652	0.00229116684383	6.30405711959e-05	0.00295801245071	0.0028670715836	1	176235000	176935000	0
2	176980000	176990000	2	177670000	177680000	0,255,255	19	2.54752	3.11459	3.55998	3.74108	3.28482752326e-05	6.05576049239e-05	0.00143387280747	0.00156649261294	1	176985000	177675000	0
2	177000000	177010000	2	177500000	177510000	0,255,255	49	10.5764	8.96352	11.5579	14.2914	3.57162378007e-10	1.09423961216e-13	2.12330201955e-10	1.70360105353e-07	5	176997000	177509000	12649.1106407
2	183050000	183060000	2	183510000	183520000	0,255,255	40	12.3214	10.905	12.4881	14.6381	4.93749932452e-06	2.67154885374e-06	0.000400575405718	0.000397655395184	2	183050000	183515000	5000.0
2	192430000	192440000	2	192550000	192560000	0,255,255	58	15.0189	15.5828	22.2705	16.1894	1.1073782868e-11	8.28272833489e-09	1.17011109086e-05	1.76162531297e-08	1	192435000	192555000	0
2	19550000	19560000	2	20060000	20070000	0,255,255	35	10.6271	8.05251	8.26953	10.7816	0.000371912078341	6.3072951414e-06	1.15321122217e-05	0.000498282135547	2	19560000	20060000	7071.06781187
2	198660000	198670000	2	198990000	199000000	0,255,255	30	8.07628	7.22144	11.299	7.98833	0.00103315660926	2.0230266267e-05	0.0180829548332	0.00129959473812	2	198670000	198995000	5000.0
2	200840000	200850000	2	201340000	201350000	0,255,255	34	7.51768	7.71433	11.348	7.76716	3.335954841e-07	1.61688238659e-07	0.00103748964232	3.26090900994e-07	1	200845000	201345000	0
2	20150000	20160000	2	20290000	20300000	0,255,255	48	12.6904	12.635	14.3078	16.313	3.81319334907e-07	2.10363330128e-07	4.55024044858e-07	8.7021335618e-05	1	20155000	20295000	0
2	20215000	20220000	2	20290000	20295000	0,255,255	27	5.18291	6.19337	5.95893	8.84021	3.44856613769e-05	1.9615217847e-05	0.000102680040764	0.0143947477998	1	20217500	20292500	0
2	204970000	204980000	2	206540000	206550000	0,255,255	30	8.83658	7.21297	8.73217	8.27388	0.00103315660926	2.0230266267e-05	0.00123686873219	0.00129959473812	1	204975000	206545000	0
2	20630000	20640000	2	20840000	20850000	0,255,255	77	27.1084	21.7718	26.5632	35.0656	8.19104479929e-09	3.99591226769e-13	1.11308624619e-08	3.22758653014e-05	6	20643333	20836666	11785.1130198
2	20650000	20660000	2	20770000	20780000	0,255,255	63	25.0873	25.851	36.1345	22.2881	0.000117746207853	0.000142756008571	0.028126191999	2.81586250112e-07	3	20651666	20771666	7453.559925
2	207840000	207850000	2	208330000	208340000	0,255,255	57	16.0304	16.2617	18.6584	18.5545	5.19503515127e-08	2.15272687658e-08	5.39526720123e-08	4.5785615613e-08	2	207840000	208340000	7071.06781187
2	216290000	216300000	2	216710000	216720000	0,255,255	33	11.8098	12.5604	11.7762	12.7147	0.00183913110072	0.0254010040384	0.00229955489549	0.0372145956402	2	216290000	216715000	5000.0
2	217375000	217380000	2	217530000	217535000	0,255,255	21	7.79717	5.26661	7.55561	5.17784	0.0614764935928	0.00927380175268	0.0891878094099	0.017201050805	3	217385833	217532500	11666.6666667
22	17390000	17400000	22	17530000	17540000	0,255,255	32	10.6814	7.41341	9.80371	7.28202	0.00385702139337	1.93699086153e-06	0.00020208678479	3.93583536278e-06	1	17395000	17535000	0
22	18310000	18315000	22	18555000	18560000	0,255,255	27	6.73515	5.70083	6.71302	7.50469	0.000794296512062	1.9615217847e-05	0.000829588648724	0.000899101334934	1	18312500	18557500	0
2	218650000	218660000	2	218750000	218760000	0,255,255	55	28.0801	22.2729	25.5251	23.8004	0.00783628006402	7.18737020873e-05	0.0129039268495	0.000109529696911	2	218655000	218750000	5000.0
22	19480000	19490000	22	19600000	19610000	0,255,255	47	22.2417	20.9083	22.972	23.4551	0.00932384401616	0.00895609244829	0.0118439550245	0.0126046788822	2	19480000	19610000	7071.06781187
2	219590000	219600000	2	219710000	219720000	0,255,255	41	13.9297	13.0012	14.9378	16.0842	0.00015635152378	0.000100551108803	0.000187493848732	0.00831708900128	3	219598333	219708333	7453.55992499
22	19720000	19730000	22	19880000	19890000	0,255,255	58	20.9566	21.2193	27.7895	22.055	1.01447836913e-05	8.36744394142e-06	0.00310091664724	1.40788978465e-05	1	19725000	19885000	0
22	19960000	19965000	22	19995000	20000000	0,255,255	41	12.4257	13.1446	14.2274	15.1944	0.000141999817094	0.00010477137815	0.000195570838539	0.000194148439695	3	19957500	19999166	6009.25212577
2	220260000	220270000	2	220390000	220400000	0,255,255	55	23.269	18.3376	23.0146	21.0021	8.65630760857e-05	1.39891583014e-07	0.000101800010438	0.000109529696911	1	220265000	220395000	0
22	23520000	23525000	22	23615000	23620000	0,255,255	42	12.5308	12.3327	21.6387	13.4092	6.40454090886e-05	1.8807214927e-07	0.0798650251404	0.000102160006835	2	23522500	23625000	7500.0
22	23520000	23530000	22	23570000	23580000	0,255,255	91	44.0831	39.5132	47.215	38.8954	1.97257775009e-05	2.67851197512e-05	2.48616657737e-05	3.24187839915e-05	2	23525000	23580000	5000.0
2	223550000	223560000	2	223760000	223770000	0,255,255	51	13.7739	13.6321	18.0651	15.1145	2.0119333092e-08	1.10084586062e-08	9.35674878061e-06	2.39519669011e-08	2	223555000	223770000	5000.0
22	24810000	24820000	22	24910000	24920000	0,255,255	57	26.5995	23.7518	26.6092	25.5856	0.00316002547815	1.74535486553e-05	0.00515437750508	0.00514668309563	1	24815000	24915000	0
2	225220000	225230000	2	225510000	225520000	0,255,255	39	8.28656	10.8859	13.1708	11.5724	1.01843437798e-07	6.85732215699e-06	0.000833965605069	1.51062147611e-05	2	225225000	225520000	5000.0
22	25870000	25880000	22	26160000	26170000	0,255,255	38	11.2091	12.7787	15.8083	14.9293	2.82759634924e-05	0.00099504935539	0.041216331636	0.00163354528423	3	25868333	26171666	13743.6854187
22	29250000	29260000	22	29430000	29440000	0,255,255	58	17.1244	14.8055	16.0194	16.0614	2.03566935975e-08	4.55758232904e-12	2.11923316212e-08	1.76162531297e-08	2	29260000	29435000	5000.0
22	30500000	30510000	22	30650000	30660000	0,255,255	49	17.4131	13.332	17.1358	14.0329	3.74621197154e-05	7.93014587297e-08	4.3292797121e-05	1.70360105353e-07	2	30505000	30645000	10000.0
22	30780000	30790000	22	30880000	30890000	0,255,255	38	11.267	11.0606	12.6203	14.3437	2.82759634924e-05	1.70421899592e-05	0.00168682537657	0.00163354528423	1	30785000	30885000	0
22	31030000	31040000	22	31150000	31160000	0,255,255	53	25.9289	23.6121	25.8477	26.5364	0.0190271760335	0.000276018849359	0.0311437057195	0.0310106228317	2	31035000	31150000	5000.0
22	31160000	31170000	22	31300000	31310000	0,255,255	36	14.9338	12.2533	14.4866	15.2809	0.00519918895179	0.000101444624972	0.00621026993875	0.0062072259531	1	31165000	31305000	0
22	31340000	31350000	22	31480000	31490000	0,255,255	62	28.4548	23.3619	26.5011	22.2379	0.000215943165019	3.6613995973e-07	0.000336979805865	6.32042636693e-07	3	31348333	31481666	7453.559925
2	231570000	231580000	2	231680000	231690000	0,255,255	37	18.7917	15.5945	15.6663	15.1949	0.0501882914621	0.0464555819222	0.0671756739228	0.00326502683341	2	231580000	231675000	11180.3398875
2	231970000	231980000	2	232050000	232060000	0,255,255	68	34.3814	32.009	38.6479	28.9603	0.00277679602354	0.00303241702479	0.00375059762072	7.57066677977e-06	1	231975000	232055000	0
2	231970000	231980000	2	232270000	232280000	0,255,255	28	4.78253	6.63658	8.03104	6.48012	7.21996951394e-08	0.000184185808498	0.00608600104404	0.000316649246924	1	231975000	232275000	0
2	232470000	232480000	2	232570000	232580000	0,255,255	59	20.5103	18.4471	23.5109	20.3795	4.75742007349e-06	3.1183156183e-09	5.58766490753e-06	6.57882655065e-06	2	232475000	232580000	5000.0
2	235460000	235470000	2	236000000	236010000	0,255,255	37	8.85152	10.5945	13.6503	11.902	9.7417283515e-07	4.3914844041e-05	0.00332780079126	9.40545681874e-05	3	235465000	236015000	10000.0
22	35820000	35830000	22	35980000	35990000	0,255,255	71	26.9579	23.6633	27.1865	27.5549	6.22797974972e-07	1.27978203116e-10	1.0320598213e-06	1.01918346058e-06	2	35825000	35980000	5000.0
2	236500000	236510000	2	236650000	236660000	0,255,255	30	9.42299	7.52445	6.75043	9.15025	0.00103315660926	2.0230266267e-05	3.91786867666e-05	0.00129959473812	1	236505000	236655000	0
2	236680000	236690000	2	237080000	237090000	0,255,255	41	14.2964	12.0072	14.3142	13.3376	0.00015635152378	1.0695045781e-06	0.000187493848732	0.000193032049403	2	236690000	237090000	7071.06781187
22	36710000	36720000	22	36860000	36870000	0,255,255	76	25.4862	24.512	24.2097	38.9641	1.54644325049e-08	9.62289563366e-13	2.99784385328e-12	0.0238634293331	4	36705000	36867500	10307.764064
2	237250000	237260000	2	237960000	237970000	0,255,255	41	11.3648	9.78175	11.8435	14.6747	1.90300308472e-06	7.35046996411e-09	1.90934645398e-06	0.000193032049403	6	237256666	237973333	11785.1130198
22	37250000	37260000	22	37370000	37380000	0,255,255	41	14.1875	14.5673	15.8028	15.9204	0.00015635152378	0.000100551108803	0.00874947515725	0.00831708900128	1	37255000	37375000	0
22	37720000	37725000	22	37850000	37855000	0,255,255	34	9.15909	9.73421	12.733	10.5047	2.80971775951e-05	1.34456450723e-05	0.0217631316414	0.000930425946698	3	37712500	37852500	10000.0
22	37930000	37940000	22	37980000	37990000	0,255,255	52	25.4956	20.9327	24.0285	21.631	0.0289966889305	0.000527641418875	0.000709214097583	0.000770181418216	2	37935000	37990000	5000.0
2	238500000	238510000	2	238660000	238670000	0,255,255	45	17.3883	15.3179	14.9866	18.7904	0.000604963727335	3.34083018237e-06	7.13409408718e-06	0.000666849090993	1	238505000	238665000	0
2	238580000	238590000	2	238650000	238660000	0,255,255	68	30.2846	28.361	34.3365	29.0567	4.93639967617e-06	6.15657776546e-06	0.00375059762072	7.57066677977e-06	1	238585000	238655000	0
22	39565000	39570000	22	39705000	39710000	0,255,255	37	9.15043	9.29005	13.6619	12.3315	1.49679625725e-06	7.16278037267e-07	0.00415871441285	8.49414104297e-05	2	39567500	39705000	2500.0
22	39570000	39580000	22	39620000	39630000	0,255,255	90	45.9347	40.9206	46.2134	44.0901	2.81221627426e-05	4.37407312625e-05	4.03622605635e-05	5.09798732663e-05	2	39570000	39630000	7071.06781187
22	39640000	39650000	22	39700000	39710000	0,255,255	83	38.5731	35.3586	40.9713	42.7962	5.18777312854e-07	7.63840947114e-07	0.00114596581503	0.00146265722261	3	39638333	39701666	13743.6854187
22	39930000	39940000	22	40430000	40440000	0,255,255	50	19.713	11.5105	14.4467	15.14	0.00190296179473	5.17367908962e-11	6.55615839462e-08	6.55294487053e-08	3	39941666	40428333	13743.6854187
22	40830000	40840000	22	41040000	41050000	0,255,255	33	12.0051	9.98562	9.89209	11.2858	0.00183913110072	0.00129398730446	0.00229955489549	0.00235446889302	1	40835000	41045000	0
2	241170000	241180000	2	241370000	241380000	0,255,255	60	19.4433	19.0566	20.9063	21.1052	3.16882317536e-09	1.19412316508e-09	2.68492839998e-06	3.10628236694e-06	1	241175000	241375000	0
22	41790000	41800000	22	41910000	41920000	0,255,255	72	26.7702	24.2795	27.4769	30.6072	2.96227892844e-07	4.87514052333e-11	5.1347391629e-07	4.82760035837e-07	5	41799000	41917000	12649.1106407
22	42565000	42570000	22	42830000	42835000	0,255,255	23	3.38018	4.32693	5.13316	4.62897	2.5300312056e-05	0.000181284874154	0.00356391684093	0.000347740160562	1	42567500	42832500	0
22	45660000	45670000	22	45830000	45840000	0,255,255	36	12.0358	10.2515	12.5858	12.3312	0.000152491568973	0.000101444624972	0.00621026993875	0.000217197909342	1	45665000	45835000	0
22	45970000	45980000	22	46370000	46380000	0,255,255	37	14.1061	10.027	10.015	12.8815	0.00282045474225	4.3914844041e-05	8.68226153313e-05	0.00326502683341	1	45975000	46375000	0
22	46400000	46410000	22	46510000	46520000	0,255,255	69	34.084	24.853	34.7461	19.6197	0.00175944877125	3.1043467485e-06	0.00233675963122	2.30425508118e-09	4	46400000	46510000	7071.06781187
22	46750000	46760000	22	46930000	46940000	0,255,255	41	17.9003	13.1064	13.4798	14.1954	0.00685225139665	0.000100551108803	0.000187493848732	0.000193032049403	3	46765000	46938333	10540.9255339
22	50710000	50720000	22	50760000	50770000	0,255,255	71	29.7644	32.7185	35.2834	30.8796	6.22797974972e-07	0.000718880318786	0.000881506478207	1.01918346058e-06	1	50715000	50765000	0
2	25830000	25835000	2	25885000	25890000	0,255,255	23	4.55188	4.63131	6.47965	5.46539	0.000270274672855	0.000181284874154	0.0233440396125	0.00298816936146	2	25835000	25885000	3535.53390593
2	26820000	26830000	2	26960000	26970000	0,255,255	46	16.3406	14.4057	14.725	18.2159	0.000311538551828	1.33343968677e-06	2.84229335346e-06	0.000331842223782	2	26830000	26965000	5000.0
2	27180000	27190000	2	27230000	27240000	0,255,255	72	24.5836	24.2258	27.101	27.0029	1.07711838495e-10	4.87514052333e-11	5.1347391629e-07	4.82760035837e-07	2	27185000	27240000	5000.0
2	28810000	28820000	2	28970000	28980000	0,255,255	43	14.5006	15.1503	17.9922	17.7128	3.11733059378e-05	1.97965874694e-05	0.00265096100373	0.00253917961535	1	28815000	28975000	0
2	29180000	29190000	2	29420000	29430000	0,255,255	41	10.9979	10.7268	14.6638	11.2629	1.90300308472e-06	1.0695045781e-06	0.000187493848732	2.13326334062e-06	1	29185000	29425000	0
2	37620000	37630000	2	38110000	38120000	0,255,255	51	22.5451	15.8588	20.9842	15.6298	0.00105389465904	4.32474707078e-06	0.00127667835665	8.46230482964e-06	2	37635000	38110000	11180.3398875
